x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;y
1.357;0.392;-1.538;-8.571;-5.185;2.222;-13;-321;-2;-2;2;3;4.771;4.771;10.937;10.77;10.993;13.672;13.17;1
4.771;5.182;3.159;-4.209;-0.661;6.746;70;-13;-321;-2;2;4;0;5.885;5.726;5.939;8.495;8.016;5.885;1
0;5.182;3.159;-4.209;-0.661;6.746;38;70;-13;-321;2;4;5.885;5.726;5.939;8.495;8.016;5.885;7.324;0
5.885;9.231;9.231;1.429;1.429;15.714;99;38;70;-13;2;5;-0.151;0.05;2.465;2.012;0;1.358;0.704;0
-0.151;9.066;9.066;1.276;1.276;15.561;92;99;38;70;1;4;0.202;2.62;2.166;0.151;1.511;0.856;-3.678;0
0.202;7.224;9.286;1.48;1.48;15.765;96;92;99;38;2;4;2.413;1.961;-0.05;1.307;0.654;-3.871;-4.676;0
2.413;7.778;9.811;5.818;-1.356;18.983;99;96;92;99;2;5;-0.442;-2.406;-1.08;-1.718;-6.136;-6.922;-10.309;0
-0.442;5.351;9.326;5.351;-1.792;18.547;91;99;96;92;2;4;-1.972;-0.641;-1.282;-5.72;-6.509;-9.911;-8.974;0
-1.972;3.273;7.17;3.273;-3.729;16.61;39;91;99;96;1;3;1.358;0.704;-3.823;-4.628;-8.099;-7.143;-5.307;0
1.358;2.806;6.614;4.675;-4.048;15.952;91;39;91;99;1;4;-0.645;-5.112;-5.906;-9.33;-8.387;-6.576;-11.141;0
-0.645;0.351;5.926;4;-4.667;15.333;-12;91;39;91;1;3;-4.495;-5.295;-8.741;-7.792;-5.969;-10.564;-10.34;0
-4.495;-4.16;1.164;-0.675;-8.952;11.048;-330;-12;91;39;1;3;-0.837;-4.446;-3.452;-1.543;-6.355;-6.119;-5.858;0
-0.837;-4.962;0.317;-1.506;-9.714;10.286;-272;-330;-12;91;0;2;-3.639;-2.637;-0.712;-5.564;-5.327;-5.063;-2.083;0
-3.639;-6.786;-3.333;-5.091;-13;7;-573;-272;-330;-12;0;1;1.04;3.038;-1.998;-1.751;-1.478;1.615;3.941;0
1.04;-5.816;-2.328;-4.104;-12.095;7.905;-145;-573;-272;-330;1;2;1.977;-3.007;-2.763;-2.492;0.569;2.871;3.765;0
1.977;-3.954;-0.397;-0.397;-10.357;9.643;-23;-145;-573;-272;2;3;-4.887;-4.648;-4.382;-1.381;0.876;1.753;-0.106;1
-4.887;-6.987;-5.265;-5.265;-14.738;5.262;-517;-23;-145;-573;2;2;0.251;0.531;3.686;6.06;6.981;5.027;5.725;1
0.251;-5.026;-5.026;-5.026;-14.524;5.476;-462;-517;-23;-145;2;3;0.279;3.426;5.794;6.713;4.763;5.46;7.382;1
0.279;-4.762;-4.762;-4.762;-14.286;5.714;-238;-462;-517;-23;2;4;3.139;5.5;6.417;4.472;5.167;7.083;8.028;1
3.139;0.081;-3.558;-1.772;-10.097;3.462;56;-238;-462;-517;3;5;2.289;3.178;1.293;1.966;3.824;4.74;1.697;0
2.289;2.372;-1.351;0.476;-8.039;5.521;72;56;-238;-462;3;6;0.869;-0.974;-0.316;1.501;2.396;-0.579;-2.317;0
0.869;3.261;-0.494;1.349;-7.24;6.32;56;72;56;-238;3;6;-1.827;-1.175;0.626;1.514;-1.436;-3.158;-2.61;0
-1.827;1.375;-2.312;1.375;-8.935;4.625;-58;56;72;56;2;5;0.665;2.499;3.403;0.399;-1.356;-0.798;-3.297;0
0.665;2.049;-1.662;2.049;-8.329;5.23;89;-58;56;72;2;6;1.823;2.721;-0.264;-2.007;-1.453;-3.936;-2.773;0
1.823;3.908;0.13;3.908;-6.659;6.901;93;89;-58;56;2;6;0.882;-2.049;-3.761;-3.217;-5.655;-4.514;-5.318;0
0.882;4.825;2.884;4.825;-4.212;9.581;93;93;89;-58;3;6;-2.906;-4.603;-4.063;-6.48;-5.348;-6.146;-2.34;0
-2.906;-0.106;-0.106;1.779;-6.995;6.798;-69;93;93;89;2;5;-1.748;-1.192;-3.681;-2.516;-3.337;0.583;-0.98;0
-1.748;-1.852;-1.852;0;-8.621;5.172;-153;-69;93;93;1;4;0.566;-1.968;-0.782;-1.617;2.372;0.782;1.429;0
0.566;-1.296;-1.296;0.566;-8.103;5.69;5;-153;-69;93;1;4;-2.519;-1.34;-2.171;1.796;0.214;0.858;2.519;1
-2.519;-3.783;-3.783;-1.968;-10.419;3.374;-206;5;-153;-69;1;4;1.21;0.357;4.427;2.805;3.464;5.169;4.757;1
1.21;-2.619;-0.782;-0.782;-4.39;2.883;34;-206;5;-153;2;4;-0.842;3.178;1.576;2.228;3.912;3.504;3.885;1
-0.842;-3.439;-1.617;-1.617;-5.195;2.078;-207;34;-206;5;1;3;4.055;2.438;3.096;4.795;4.384;4.767;5.068;0
4.055;0.476;2.372;2.372;-1.351;5.922;73;-207;34;-206;2;3;-1.553;-0.922;0.711;0.316;0.685;0.974;7.293;1
-1.553;-1.085;0.782;0.782;-2.883;4.39;-92;73;-207;34;1;3;0.642;2.3;1.899;2.273;2.568;8.986;11.126;1
0.642;1.429;1.429;1.429;-2.26;5.013;54;-92;73;-207;2;4;1.648;1.249;1.621;1.913;8.291;10.417;10.258;1
1.648;3.1;3.1;3.1;-0.649;6.623;67;54;-92;73;2;4;-0.392;-0.026;0.261;6.536;8.627;8.471;12.915;1
-0.392;2.695;0.794;0.794;-2.806;4.337;46;67;54;-92;2;4;0.367;0.656;6.955;9.055;8.898;13.36;14.514;1
0.367;1.164;1.164;1.164;-2.449;4.694;72;46;67;54;2;4;0.288;6.564;8.656;8.499;12.945;14.095;13.206;1
0.288;1.455;1.455;1.455;-2.168;4.974;81;72;46;67;2;5;6.258;8.344;8.188;12.621;13.768;12.881;14.733;1
6.258;7.804;7.804;7.804;3.954;11.097;99;81;72;46;3;5;1.963;1.816;5.988;7.067;6.233;7.975;7.509;1
1.963;7.922;9.921;9.921;2.34;16.133;99;99;81;72;3;6;-0.144;3.947;5.006;4.188;5.897;5.439;5.006;1
-0.144;5.842;7.766;9.762;0.46;14.019;95;99;99;81;2;5;4.097;5.158;4.338;6.05;5.592;5.158;6.026;0
4.097;10.179;12.182;14.259;1.148;20.82;99;95;99;99;2;5;1.019;0.232;1.875;1.436;1.019;1.852;1.412;0
1.019;9.348;13.325;15.423;2.178;21.85;99;99;95;99;2;6;-0.779;0.848;0.413;0;0.825;0.39;-2.246;0
-0.779;6.626;10.434;12.442;-0.253;19.101;89;99;99;95;2;5;1.64;1.201;0.785;1.617;1.178;-1.478;-1.247;0
1.64;6.538;12.245;14.286;-1.786;23.214;98;89;99;99;2;5;-0.432;-0.841;-0.023;-0.455;-3.068;-2.841;-1.841;0
-0.432;4.31;9.8;13.792;-3.714;20.901;77;98;89;99;1;4;-0.411;0.411;-0.023;-2.648;-2.42;-1.415;-1.347;0
-0.411;2.178;9.348;13.325;-4.11;20.505;68;77;98;89;1;3;0.825;0.39;-2.246;-2.017;-1.008;-0.94;-2.109;0
0.825;3.021;10.251;12.219;-3.319;21.297;89;68;77;98;1;4;-0.432;-3.046;-2.819;-1.819;-1.75;-2.91;-2.273;0
-0.432;0.922;7.882;11.735;-5.195;19.048;7;89;68;77;1;3;-2.626;-2.397;-1.393;-1.324;-2.489;-1.849;-2.626;0
-2.626;-1.728;5.049;8.801;-7.684;16.558;-331;7;89;68;1;2;0.234;1.266;1.336;0.141;0.797;0;2.743;0
0.234;-1.498;3.511;9.056;-8.849;15.032;-46;-331;7;89;1;3;1.029;1.099;-0.094;0.561;-0.234;2.503;1.474;0
1.029;-0.484;4.576;10.179;-7.91;15.97;25;-46;-331;7;2;3;0.069;-1.111;-0.463;-1.25;1.459;0.44;1.875;0
0.069;-0.415;2.905;10.255;-6.45;11.732;-129;25;-46;-331;3;4;-1.18;-0.532;-1.319;1.388;0.37;1.805;6.664;1
-1.18;-1.59;1.69;7.043;-7.554;10.628;-267;-129;25;-46;2;4;0.656;-0.14;2.599;1.569;3.02;7.937;11.637;1
0.656;-0.945;2.357;7.744;-6.948;11.234;-26;-267;-129;25;2;4;-0.791;1.931;0.907;2.349;7.234;10.91;7.583;1
-0.791;-1.728;-0.117;6.892;-6.264;6.044;-278;-26;-267;-129;1;4;2.743;1.712;3.165;8.089;11.794;8.441;10.551;1
2.743;0.968;2.623;9.825;-3.692;8.615;94;-278;-26;-267;2;5;-1.004;0.411;5.203;8.809;5.545;7.599;5.66;1
-1.004;-0.046;1.593;8.722;-1.633;4.717;-39;94;-278;-26;1;4;1.429;6.27;9.912;6.616;8.691;6.731;5.648;1
1.429;1.382;1.382;10.276;-1.786;4.464;79;-39;94;-278;2;4;4.773;8.364;5.114;7.159;5.227;4.159;4.25;0
4.773;6.221;6.221;15.539;2.902;9.152;97;79;-39;94;2;4;3.427;0.325;2.278;0.434;-0.586;-0.499;-0.781;0
3.427;8.118;9.862;19.499;3.203;15.325;98;97;79;-39;3;5;-2.999;-1.112;-2.894;-3.88;-3.796;-4.069;-4.006;0
-2.999;4.875;4.875;13.916;-1.386;10.554;8;98;97;79;2;4;1.946;0.108;-0.908;-0.822;-1.103;-1.038;-0.411;0
1.946;5.246;6.916;16.133;0.533;12.473;87;8;98;97;2;5;-1.803;-2.8;-2.715;-2.99;-2.927;-2.312;-2.99;0
-1.803;3.348;4.989;14.039;-1.279;10.661;34;87;8;98;1;4;-1.015;-0.929;-1.21;-1.145;-0.518;-1.21;-0.994;0
-1.015;0.725;3.923;12.882;-2.281;9.659;52;34;87;8;1;4;0.087;-0.196;-0.131;0.502;-0.196;0.022;1.615;0
0.087;0.813;4.014;11.065;-2.196;9.744;69;52;34;87;1;4;-0.283;-0.218;0.414;-0.283;-0.065;1.526;2.224;0
-0.283;0.527;2.098;10.751;-3.908;7.857;31;69;52;34;1;3;0.066;0.7;0;0.219;1.815;2.514;1.137;0
0.066;-0.931;2.165;10.823;-3.845;7.92;-126;31;69;52;2;3;0.634;-0.066;0.153;1.748;2.447;1.071;0.983;0
0.634;-0.303;2.812;9.667;-3.235;8.529;44;-126;31;69;2;4;-0.695;-0.478;1.107;1.802;0.434;0.347;5.949;1
-0.695;-0.996;2.098;8.905;-3.908;7.857;-449;44;-126;31;2;3;0.219;1.815;2.514;1.137;1.049;6.69;6.428;1
0.219;-0.779;2.321;9.143;-3.697;8.067;-1;-449;44;-126;2;4;1.592;2.291;0.916;0.829;6.457;6.195;8.595;1
1.592;0.801;2.352;10.881;-3.582;8.012;95;-1;-449;44;2;5;0.687;-0.666;-0.752;4.788;4.531;6.893;10.178;1
0.687;1.494;3.055;9.813;-2.919;8.675;91;95;-1;-449;3;5;-1.344;-1.429;4.073;3.817;6.163;9.426;9.618;1
-1.344;0.13;1.67;8.337;-4.224;7.371;-65;91;95;-1;2;5;-0.086;5.491;5.231;7.609;10.917;11.111;9.857;1
-0.086;0.043;1.582;8.244;-4.306;7.288;42;-65;91;95;1;4;5.582;5.322;7.702;11.013;11.207;9.952;7.334;0
5.582;5.628;5.628;14.286;-0.408;11.02;97;42;-65;91;1;4;-0.246;2.008;5.143;5.328;4.139;1.66;2.193;0
-0.246;3.795;5.368;12.166;-0.653;10.776;67;97;42;-65;1;4;2.26;5.403;5.588;4.396;1.91;2.445;5.197;0
2.26;6.141;6.141;14.7;0.161;11.429;95;67;97;42;2;4;3.074;3.254;2.089;-0.342;0.181;2.873;5.745;0
3.074;7.794;9.403;18.226;3.239;14.507;96;95;67;97;2;4;0.175;-0.955;-3.313;-2.806;-0.195;2.592;3.664;1
0.175;6.418;9.595;16.553;0.587;17.025;91;96;95;67;3;4;-1.128;-3.482;-2.977;-0.37;2.412;3.482;1.381;0
-1.128;3.714;6.765;15.238;-1.892;14.324;58;91;96;95;2;4;-2.381;-1.869;0.767;3.581;4.664;2.538;2.125;1
-2.381;1.245;4.223;10.737;-4.228;11.988;18;58;91;96;1;4;0.524;3.225;6.108;7.216;5.039;4.616;7.236;1
0.524;1.776;4.769;11.317;-3.726;12.49;62;18;58;91;1;4;2.687;5.554;6.657;4.492;4.071;6.677;7.961;1
2.687;3.038;7.584;14.308;-1.139;15.077;88;62;18;58;2;5;2.792;3.866;1.757;1.347;3.886;5.136;4.355;0
2.792;4.444;8.986;15.692;0.267;16.267;91;88;62;18;3;5;1.045;-1.007;-1.406;1.064;2.28;1.52;-2.964;0
1.045;4.09;10.124;16.901;-1.317;19.462;83;91;88;62;3;5;-2.03;-2.425;0.019;1.222;0.47;-3.967;-1.598;0
-2.03;1.977;6.347;12.792;-4.56;15.952;-21;83;91;88;2;4;-0.403;2.092;3.32;2.552;-1.977;0.441;2.879;1
-0.403;1.566;5.918;12.338;-4.945;15.568;37;-21;83;91;1;4;2.505;3.738;2.967;-1.58;0.848;3.295;4.894;0
2.505;2.703;7.042;15.152;-3.797;16.456;92;37;-21;83;1;5;1.203;0.451;-3.985;-1.617;0.771;2.331;1.034;0
1.203;3.938;8.33;14.797;-2.64;17.613;89;92;37;-21;2;5;-0.743;-5.126;-2.786;-0.427;1.114;-0.167;-1.969;0
-0.743;3.166;6.032;13.945;-4.571;15.429;51;89;92;37;2;4;-4.416;-2.058;0.318;1.871;0.58;-1.235;-3.256;0
-4.416;-2.705;1.349;8.913;-6.447;8.938;-295;51;89;92;1;3;2.467;4.953;6.578;5.227;3.328;1.214;0.431;0
2.467;-0.305;2.427;11.599;-5.353;9.837;51;-295;51;89;1;3;2.426;4.012;2.694;0.841;-1.223;-1.987;-3.764;0
2.426;2.114;4.912;12.626;-3.056;12.134;57;51;-295;51;2;4;1.548;0.261;-1.548;-3.563;-4.309;-6.044;-3.768;0
1.548;2.331;5.097;14.37;-0.293;9.963;49;57;51;-295;3;5;-1.267;-3.049;-5.033;-5.768;-7.476;-5.235;-9.533;0
-1.267;1.034;3.764;12.92;-1.557;8.7;-86;49;57;51;2;4;-1.805;-3.814;-4.558;-6.288;-4.019;-8.372;-0.019;0
-1.805;-0.789;1.892;9.275;-3.333;6.923;-163;-86;49;57;1;3;-2.046;-2.804;-4.566;-2.255;-6.688;1.819;2.311;1
-2.046;-2.82;-1.524;7.039;-6.51;3.617;-208;-163;-86;49;0;3;-0.774;-2.573;-0.213;-4.739;3.946;4.449;3.366;1
-0.774;-2.286;-2.286;6.211;-7.233;2.893;-55;-208;-163;-86;0;3;-1.813;0.565;-3.996;4.756;5.263;4.172;1.774;1
-1.813;-4.057;-4.057;4.286;-8.915;1.212;-213;-55;-208;-163;0;2;2.422;-2.224;6.69;7.207;6.095;3.653;9.073;1
2.422;-1.733;-1.733;6.812;-6.709;3.418;77;-213;-55;-208;1;2;-4.536;4.167;4.671;3.586;1.202;6.494;8.82;1
-4.536;-4.923;-6.19;0.51;-10.94;-0.814;-414;77;-213;-55;1;1;9.117;9.645;8.508;6.01;11.553;13.99;13.015;1
9.117;2.362;2.362;9.673;-2.821;7.306;86;-414;77;-213;2;2;0.484;-0.558;-2.847;2.233;4.466;3.573;5.675;1
0.484;2.857;2.857;10.204;-2.351;7.776;35;86;-414;77;2;3;-1.037;-3.315;1.741;3.963;3.074;5.167;3.889;1
-1.037;1.79;1.79;7.525;-3.363;6.763;17;35;86;-414;2;3;-2.302;2.807;5.052;4.154;6.269;4.978;6.718;1
-2.302;0.792;-0.552;5.05;-5.588;4.539;-1;17;35;86;1;3;5.229;7.527;6.608;8.772;7.451;9.232;6.129;0
5.229;4.648;4.648;10.543;-0.651;9.476;75;-1;17;35;1;4;2.184;1.311;3.367;2.111;3.804;0.855;-0.855;0
2.184;6.933;5.526;11.389;0.25;10.25;67;75;-1;17;2;4;-0.855;1.158;-0.071;1.585;-1.3;-2.975;2.583;1
-0.855;4.624;4.624;10.437;-3.031;11.603;76;67;75;-1;2;4;2.03;0.791;2.461;-0.449;-2.138;3.467;3.306;0
2.03;5.362;6.748;12.679;-1.063;13.571;84;76;67;75;2;4;-1.215;0.423;-2.43;-4.085;1.409;1.25;5.564;1
-1.215;4.082;5.451;11.31;-2.265;12.369;39;84;76;67;1;3;1.658;-1.23;-2.906;2.656;2.496;6.863;10.25;1
1.658;3.128;5.807;11.605;-1.842;12.616;84;39;84;76;2;4;-2.841;-4.489;0.982;0.824;5.12;8.452;7.224;1
-2.841;0.199;2.801;8.434;-4.63;9.828;29;84;39;84;1;4;-1.696;3.934;3.772;8.193;11.622;10.359;8.699;1
-1.696;-1.501;1.058;6.595;-6.248;8.21;-56;29;84;39;1;3;5.728;5.563;10.061;13.549;12.264;10.575;9.969;1
5.728;4.141;6.846;12.701;-0.878;13.58;90;-56;29;84;1;3;-0.156;4.098;7.397;6.182;4.584;4.011;4.376;1
-0.156;2.679;6.679;11.004;-3.361;15.462;51;90;-56;29;1;3;4.261;7.565;6.348;4.748;4.174;4.539;6.4;0
4.261;5.732;9.799;15.734;-0.415;18.189;90;51;90;-56;2;3;3.169;2.002;0.467;-0.083;0.267;2.052;2.652;0
3.169;7.753;11.844;17.81;1.56;19.951;91;90;51;90;2;4;-1.132;-2.619;-3.153;-2.813;-1.083;-0.501;-0.647;0
-1.132;5.25;10.579;16.476;-1.846;20.626;33;91;90;51;2;3;-1.504;-2.044;-1.701;0.049;0.638;0.491;1.848;1
-1.504;3.666;7.554;13.214;-4.397;17.825;36;33;91;90;1;3;-0.548;-0.199;1.577;2.175;2.026;3.404;7.837;1
-0.548;1.871;5.644;12.594;-5.965;16.013;70;36;33;91;0;3;0.351;2.137;2.738;2.588;3.973;8.431;7.713;1
0.351;2.228;6.014;12.989;-3.515;14.462;70;70;36;33;1;3;1.78;2.379;2.229;3.61;8.052;7.337;7.403;1
1.78;2.824;6.585;13.506;-2.889;14.889;85;70;70;36;2;4;0.588;0.441;1.798;6.162;5.459;5.525;6.178;1
0.588;2.226;7.213;14.174;-2.317;15.46;62;85;70;70;3;4;-0.146;1.202;5.541;4.842;4.907;5.557;8.092;1
-0.146;2.076;5.766;12.546;-3.532;14.05;-50;62;85;70;2;3;1.351;5.696;4.996;5.061;5.712;8.251;9.211;1
1.351;2.266;5.918;14.066;-3.292;14.099;80;-50;62;85;2;4;4.287;3.597;3.661;4.303;6.808;7.755;11.336;1
4.287;5.438;10.459;18.956;0.854;18.245;98;80;-50;62;2;5;-0.662;-0.6;0.015;2.417;3.326;6.759;7.252;1
-0.662;4.74;8.437;16.673;-0.891;16.313;55;98;80;-50;2;5;0.062;0.682;3.1;4.014;7.471;7.967;5.549;1
0.062;3.628;7.243;16.745;-1.884;15.137;91;55;98;80;2;5;0.62;3.036;3.95;7.404;7.9;5.483;5.05;1
0.62;4.27;7.907;16;-3.333;17.5;92;91;55;98;2;5;2.401;3.31;6.743;7.235;4.834;4.403;10.222;1
2.401;5.587;9.228;18.786;-2.032;18.586;96;92;91;55;3;5;0.887;4.239;4.72;2.375;1.954;7.637;9.185;1
0.887;5.353;8.945;18.36;-2.172;18.236;94;96;92;91;3;6;3.323;3.8;1.475;1.058;6.691;8.225;7.018;1
3.323;7.671;11.3;22.293;0.058;20.26;96;94;96;92;3;6;0.461;-1.788;-2.192;3.259;4.745;3.577;6.793;1
0.461;5.866;10.571;21.359;-0.486;19.514;93;96;94;96;3;6;-2.239;-2.641;2.785;4.264;3.101;6.302;6.158;1
-2.239;2.406;8.095;18.641;-2.714;17.286;-104;93;96;94;2;6;-0.411;5.14;6.652;5.463;8.737;8.59;8.781;1
-0.411;1.985;6.468;16.73;-4.074;15.728;14;-104;93;96;1;5;5.574;7.092;5.898;9.186;9.039;9.23;9.599;1
5.574;6.548;11.18;23.236;0.28;19.888;93;14;-104;93;1;5;1.439;0.307;3.422;3.282;3.464;3.813;4.623;1
1.439;6.966;11.567;23.52;-1.184;21.673;85;93;14;-104;2;5;-1.115;1.955;1.817;1.996;2.341;3.139;3.236;1
-1.115;3.636;9.149;22.143;-3.208;19.434;25;85;93;14;2;4;3.105;2.966;3.147;3.495;4.302;4.4;0.265;0
3.105;5.786;11.353;24.454;-1.135;21.295;88;25;85;93;2;4;-0.135;0.041;0.378;1.161;1.256;-2.755;-2.525;0
-0.135;4.597;10.045;24.286;-2.183;20.04;59;88;25;85;1;3;0.176;0.514;1.298;1.393;-2.623;-2.394;-3.84;0
0.176;3.754;9.102;23.056;-2.91;19.109;89;59;88;25;2;4;0.337;1.12;1.215;-2.794;-2.565;-4.009;-3.645;0
0.337;3.093;8.353;22.053;-3.468;18.351;92;89;59;88;2;5;0.78;0.874;-3.121;-2.893;-4.332;-3.969;-2.987;0
0.78;3.897;9.198;23.005;-2.714;19.104;89;92;89;59;3;5;0.093;-3.871;-3.644;-5.073;-4.712;-3.738;-1.882;0
0.093;2.995;8.196;21.721;-3.501;18.121;80;89;92;89;3;5;-3.961;-3.734;-5.161;-4.801;-3.828;-1.974;-1.28;0
-3.961;-2.027;2.871;16.899;-6.481;11.701;-276;80;89;92;2;5;0.236;-1.25;-0.875;0.139;2.069;2.791;1.861;0
0.236;-1.796;2.093;15.859;-7.104;10.914;-241;-276;80;89;2;5;-1.482;-1.108;-0.097;1.829;2.549;1.621;2.84;1
-1.482;-3.252;0.58;14.141;-8.481;9.537;-513;-241;-276;80;1;5;0.38;1.406;3.361;4.092;3.15;4.388;3.459;1
0.38;-2.884;-0.028;13.302;-7.299;7.247;-208;-513;-241;-276;2;5;1.023;2.97;3.699;2.76;3.993;3.068;0.098;0
1.023;-0.948;0.994;13.203;-6.351;8.195;-59;-208;-513;-241;2;5;1.928;2.649;1.72;2.94;2.025;-0.915;-0.305;0
1.928;0.962;1.942;15.385;-3.67;7.339;7;-59;-208;-513;3;5;0.707;-0.204;0.993;0.095;-2.789;-2.19;1.701;0
0.707;1.676;2.663;14.938;-2.988;8.021;-88;7;-59;-208;3;5;-0.905;0.284;-0.608;-3.472;-2.878;0.986;1.283;0
-0.905;0.755;1.734;12.673;-3.866;7.143;-1;-88;7;-59;2;5;1.2;0.3;-2.59;-1.99;1.909;2.209;1.404;0
1.2;1.964;1.964;14.025;-3.597;7.312;82;-1;-88;7;2;5;-0.889;-3.745;-3.152;0.701;0.997;0.202;2.789;1
-0.889;1.058;1.058;11.809;-2.685;4.722;20;82;-1;-88;1;5;-2.882;-2.284;1.604;1.903;1.101;3.711;3.371;1
-2.882;-1.854;-1.854;8.587;-5.489;1.918;-138;20;82;-1;1;4;0.616;4.619;4.927;4.101;6.788;6.438;13.17;1
0.616;-1.25;-1.25;8.105;-4.907;2.5;56;-138;20;82;1;4;3.978;4.284;3.464;6.134;5.787;12.477;16.706;1
3.978;2.679;1.701;12.406;-2.031;5.308;91;56;-138;20;2;4;0.294;-0.495;2.074;1.739;8.174;12.241;12.763;1
0.294;2;2;11.563;-1.743;5.596;64;91;56;-138;3;4;-0.787;1.774;1.441;7.856;11.911;12.432;14.166;1
-0.787;1.197;1.197;10.685;-2.516;4.823;19;64;91;56;2;4;2.581;2.245;8.712;12.799;13.323;15.071;13.888;1
2.581;2.83;3.81;12.371;0;7.339;87;19;64;91;2;4;-0.328;5.976;9.961;10.472;12.176;11.022;8.113;1
-0.328;2.493;3.469;12.003;-0.328;7.012;46;87;19;64;1;4;6.325;10.322;10.835;12.544;11.387;8.468;3.932;0
6.325;7.957;8.976;17.872;3.138;13.852;99;46;87;19;2;5;3.76;4.242;5.85;4.761;2.016;-2.251;-5.899;0
3.76;10.979;13.073;21.068;3.325;20.566;99;99;46;87;2;5;0.465;2.014;0.965;-1.681;-5.793;-9.309;-7.426;0
0.465;9.468;12.537;20.414;1.188;21.357;97;99;99;46;3;5;1.542;0.498;-2.135;-6.228;-9.728;-7.854;-9.788;0
1.542;9.171;13.214;21.061;1.893;21.893;98;97;99;99;3;5;-1.028;-3.622;-7.653;-11.099;-9.253;-11.158;-13.308;0
-1.028;6.153;11.022;19.816;-1.614;21.15;78;98;97;99;2;5;-2.621;-6.693;-10.176;-8.311;-10.235;-12.407;-14.615;0
-2.621;2.472;7.13;15.532;-4.965;17.615;20;78;98;97;1;4;-4.182;-7.759;-5.843;-7.819;-10.05;-12.317;-12.68;0
-4.182;-1.814;2.649;10.7;-8.94;13.641;-60;20;78;98;0;4;-3.732;-1.733;-3.796;-6.123;-8.489;-8.869;-5.111;0
-3.732;-6.293;-1.182;5.534;-12.339;10.242;-213;-60;20;78;0;3;2.076;-0.066;-2.484;-4.942;-5.336;-1.433;-0.762;0
2.076;-4.347;-0.039;7.725;-11.234;11.166;10;-213;-60;20;1;3;-2.099;-4.468;-6.875;-7.261;-3.438;-2.781;-2.897;0
-2.099;-6.355;-2.136;4.451;-11.684;7.828;-412;10;-213;-60;1;2;-2.42;-4.879;-5.274;-1.368;-0.697;-0.815;-5.181;0
-2.42;-7.826;-4.505;1.923;-13.821;5.691;-585;-412;10;-213;1;1;-2.52;-2.925;1.078;1.765;1.644;-2.83;-3.167;0
-2.52;-8.559;-6.911;-1.592;-17.337;5.063;-630;-585;-412;10;0;1;-0.415;3.691;4.397;4.272;-0.318;-0.664;-6.954;0
-0.415;-7.297;-7.297;-2;-17.68;4.72;-753;-630;-585;-412;0;1;4.123;4.831;4.706;0.097;-0.25;-6.567;-6.15;0
4.123;-2.597;-3.475;2.041;-12.892;6.62;69;-753;-630;-585;1;2;0.68;0.56;-3.867;-4.2;-10.267;-9.867;-8.253;0
0.68;-1.035;-2.819;2.735;-12.3;7.213;28;69;-753;-630;2;3;-0.119;-4.516;-4.847;-10.873;-10.475;-8.873;-13.985;0
-0.119;-0.238;-2.934;1.644;-12.404;7.108;-43;28;69;-753;2;2;-4.402;-4.733;-10.766;-10.369;-8.764;-13.882;-10.753;0
-4.402;-3.738;-7.207;-2.83;-16.26;3.252;-165;-43;28;69;1;2;-0.347;-6.657;-6.241;-4.563;-9.917;-6.644;-10.25;0
-0.347;-3.167;-7.529;-3.167;-17.886;4.514;-20;-165;-43;28;0;2;-6.333;-5.915;-4.231;-9.603;-6.319;-9.937;-5.859;0
-6.333;-8.435;-12.597;-9.299;-22.465;0.115;-295;-20;-165;-43;0;2;0.446;2.244;-3.492;0.015;-3.848;0.505;2.853;0
0.446;-6.241;-12.208;-8.895;-23.356;2.041;-29;-295;-20;-165;1;3;1.79;-3.92;-0.429;-4.275;0.059;2.396;4.393;0
1.79;-4.563;-9.817;-7.264;-21.36;4.24;-5;-29;-295;-20;2;3;-5.61;-2.18;-5.958;-1.7;0.596;2.558;2.151;1
-5.61;-9.034;-13.284;-12.466;-24.564;1.452;-499;-5;-29;-295;2;2;3.634;-0.37;4.142;6.574;8.653;8.222;6.359;0
3.634;-4.795;-9.286;-9.286;-21.183;5.047;56;-499;-5;-29;2;3;-3.863;0.49;2.838;4.843;4.427;2.63;5.958;1
-3.863;-6.623;-11.959;-12.79;-23.601;2.845;-210;56;-499;-5;1;3;4.528;6.97;9.056;8.623;6.753;10.215;10.879;1
4.528;-1.399;-6.186;-8.841;-17.411;6.52;55;-210;56;-499;2;4;2.336;4.332;3.918;2.129;5.441;6.076;5.648;1
2.336;1.944;-3.053;-6.712;-13.258;7.794;70;55;-210;56;2;5;1.95;1.546;-0.202;3.034;3.655;3.236;2.557;0
1.95;3.932;-1.162;-4.892;-11.566;9.486;66;70;55;-210;3;5;-0.397;-2.111;1.063;1.672;1.261;0.595;-2.947;0
-0.397;3.52;-0.58;-5.27;-9.537;8.481;31;66;70;55;2;4;-1.721;1.465;2.077;1.665;0.996;-2.561;-1.693;0
-1.721;1.738;-2.291;-6.014;-11.094;6.924;33;31;66;70;1;4;3.243;3.865;3.445;2.765;-0.854;0.029;0.767;0
3.243;3.965;0.877;-2.966;-8.211;9.807;84;33;31;66;1;4;0.603;0.196;-0.463;-3.968;-3.113;-2.398;-5.048;0
0.603;4.592;2.5;-2.381;-5.093;9.722;90;84;33;31;2;5;-0.404;-1.059;-4.544;-3.693;-2.983;-5.617;-8.739;0
