x1;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;target
180000;43;-1;-1;-1;-1;-1;-1;4824;1001;13413;8577;8596;24297;1001;13413;8577;8596;24297;26134;0
180000;25;0;0;0;0;0;0;109030;177633;139415;136942;114632;117808;78266;5203;30023;10024;10000;4458;0
150000;39;1;2;0;0;0;0;9937;9629;10633;10649;10570;10481;0;1175;1135;1000;1000;1000;0
200000;47;-1;-1;0;0;0;0;528;13921;14943;14692;14733;14820;13921;1528;500;528;655;284;0
200000;35;0;0;0;0;0;0;215090;208556;214321;134517;54711;23611;7700;9300;6500;3000;856;1152;0
60000;49;0;0;0;0;0;0;60335;52211;48293;49311;50290;51346;6751;6803;1821;1800;1866;1896;0
210000;35;-1;-1;-1;0;-1;-1;6808;4954;8739;5420;4450;4064;4960;8747;8;4450;4064;3870;0
150000;35;0;0;0;0;0;0;66662;61331;56523;56737;51005;47471;2116;2549;2406;2000;1655;2111;0
50000;46;0;0;0;0;0;2;51207;47915;49073;47889;51139;49000;2162;2284;2100;4200;0;4200;0
140000;30;-1;-1;-1;-1;-1;-1;1750;1003;0;440;1367;890;1003;0;440;1367;890;0;0
80000;54;0;0;0;0;0;0;26730;24568;27979;22460;22743;22988;1500;3901;1001;1001;1001;1901;0
150000;29;0;0;0;0;0;0;119613;115349;109765;101179;99940;96190;5900;5019;4588;4500;5000;5000;0
210000;29;-1;-1;-1;-1;2;-1;27371;871;871;2042;1021;1666;871;871;2042;0;1666;316;0
500000;41;-2;-2;-2;-2;-2;-2;4513;4342;3321;6760;5788;12633;4375;3337;6789;5816;12696;4348;0
50000;36;0;0;0;0;0;0;47404;48786;49768;27838;84810;27785;2148;2130;1200;1012;2034;973;0
10000;24;2;0;0;0;0;0;223;3035;4810;7546;9260;10000;3000;2000;3000;2000;1000;0;0
140000;24;1;-2;-2;-2;-1;-1;0;0;0;0;1086;0;0;0;0;1086;0;0;0
260000;32;0;0;0;0;-1;-1;8161;10086;12985;0;560;0;2000;3000;0;560;0;0;0
200000;25;-1;-1;-2;-1;-1;-2;2017;0;381;1060;429;0;0;381;1060;429;0;398;0
100000;52;2;2;2;2;0;0;94935;98462;100978;96606;92062;90228;6018;5000;0;6040;4000;15000;0
310000;27;0;0;0;0;0;0;60692;63668;68612;73441;123966;127957;4000;6000;6000;52000;6000;5500;0
310000;32;0;0;0;0;0;0;172772;152397;110375;84373;57779;14163;8295;6000;4000;3000;1000;2000;0
50000;36;-2;-2;-2;-2;-1;-1;3477;1909;1726;991;5777;5968;1909;1726;991;5782;5968;2045;0
80000;39;0;0;0;0;0;0;18787;19869;20897;21911;22545;23181;1400;1352;1366;1000;1000;1000;0
30000;29;-1;-1;-1;-1;-1;-2;2405;390;2476;3055;0;0;390;2476;3059;0;0;0;0
80000;44;0;-1;0;0;0;0;1245;26343;22120;21365;20967;48250;27279;3200;1200;1000;29000;1500;0
50000;41;-2;-2;-2;-2;-2;-2;26948;16272;1000;0;0;0;5017;1103;0;0;0;0;0
80000;38;2;0;0;2;0;0;18733;20081;17245;13507;14479;14083;2000;2500;0;2000;2000;3000;0
50000;27;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;0
60000;35;-1;0;0;0;0;0;60130;60655;56106;29270;29412;29798;3007;3015;5000;2000;3000;3000;0
160000;35;0;0;0;0;0;0;38486;39217;40537;41030;41891;43196;1652;1972;1465;1519;2000;1592;0
50000;49;2;0;0;0;0;0;50986;48599;17815;16362;14694;13520;1325;1512;532;514;524;384;0
150000;23;-2;-2;-2;-2;-1;2;198;4824;1276;4830;10251;5706;4848;1282;4854;10251;0;7328;0
170000;33;-1;-1;-1;-1;-1;-1;764;1100;500;2499;1500;600;1105;500;2499;1500;600;2100;0
230000;35;-2;-2;-2;-2;-2;-2;761;300;399;665;576;613;300;399;665;576;613;520;0
100000;28;-2;-2;-2;-2;-2;-2;3166;6896;416;416;416;412;6896;416;416;416;412;1223;0
100000;29;-2;-1;0;0;0;0;75912;85276;88498;90289;92485;95630;10000;4000;2600;3000;4000;5000;0
330000;27;0;0;0;0;0;0;237515;230471;233421;201240;186444;158521;11012;11012;6548;6497;6037;5141;0
30000;31;0;0;2;0;0;0;29493;19433;18782;19006;19637;21251;3200;0;742;1000;2000;0;0
50000;23;0;0;0;0;0;0;26871;19785;10103;9763;9592;7797;1500;1500;1500;1500;1200;1300;0
240000;26;-1;-1;-2;-1;-1;-1;5010;1188;3513;11380;1777;190;1188;3513;11794;1785;190;0;0
210000;34;0;0;0;0;0;0;44947;45610;47836;50344;51074;52229;2000;3000;3942;2000;2000;2050;0
220000;30;-1;-1;-1;-1;-1;2;2731;3403;5990;7767;42731;33266;3403;5990;7767;40645;0;4622;0
30000;46;6;5;4;3;2;0;33134;32351;31397;30321;30000;28961;0;0;0;0;5000;0;0
420000;36;-1;2;-1;-1;-1;-1;860;430;2010;6058;160;580;0;2010;6058;160;1000;430;0
130000;23;-2;-2;-2;-2;-2;-2;136;0;0;0;0;0;0;0;0;0;0;0;0
300000;31;0;0;0;0;0;0;89240;92016;92971;94817;96756;98325;4214;3377;3395;3468;3133;3307;0
320000;39;0;0;0;-2;-1;-1;46383;111937;0;0;589;-4543;68800;0;0;589;0;0;0
200000;43;0;0;-1;0;0;0;202225;-4359;190829;96686;100131;102467;1029;200000;10000;5000;4000;4000;0
90000;30;0;0;0;0;0;0;6480;6973;7235;8248;8412;8589;1106;1124;1137;301;312;373;0
50000;25;1;2;0;0;0;0;43099;42133;43127;44210;45844;49869;0;2000;1800;2500;5500;1801;0
80000;47;-1;2;-1;-1;0;-1;3598;2464;7156;2099;915;915;2;7156;2099;0;915;1065;0
90000;26;1;2;2;-1;-1;2;23812;15616;11988;32658;30885;26639;0;1525;35011;3000;0;2000;0
20000;21;0;0;0;0;0;0;20040;17850;13560;11748;10632;10019;1499;1099;333;2000;2000;800;0
210000;46;-1;-1;-1;-1;-1;-1;110346;41986;21874;20076;16171;586;41986;21874;20076;16171;586;19777;0
50000;28;-1;2;2;2;0;0;4917;4693;6945;6651;4060;4060;0;2500;0;1000;0;0;0
100000;27;0;0;0;0;0;0;99777;99479;94028;14578;33254;16723;4252;2620;408;26130;653;35012;0
450000;29;0;0;0;0;0;0;104457;68877;62223;65522;61413;63547;2489;2528;10179;10013;5183;5000;0
240000;35;0;0;0;0;0;0;188964;183744;168683;155064;148969;148619;8000;6017;6900;5250;5400;6200;0
80000;36;-1;-1;-1;-1;-1;-1;2741;9266;1125;4380;2210;1150;9266;1125;4401;2210;1150;390;0
50000;50;0;0;0;-1;-1;-1;45771;23343;0;3400;2769;0;2266;0;3400;2769;1700;0;0
500000;49;-2;-1;0;0;0;0;5157;77667;94159;95209;97952;202991;77677;20000;3500;4371;107500;0;0
70000;38;0;0;0;0;0;0;50416;51412;53109;53630;108596;55886;1835;2520;2000;2000;4058;2100;0
80000;43;0;0;0;0;0;0;66047;59910;55122;54006;50779;50257;2071;2063;1779;2087;1743;1800;0
200000;28;1;-2;-2;-1;-1;0;0;0;0;1545;1156;6099;0;0;1545;1156;5000;3000;0
420000;45;1;-1;-1;-1;-1;0;0;23621;29042;35000;292962;247622;23621;29052;35000;292962;0;606;0
50000;49;0;0;0;0;0;0;5630;6629;5918;6918;6941;4756;1107;1000;1000;1500;2150;0;0
620000;38;-1;-1;-1;-2;-1;0;1966;35703;1241;-119;23969;5567;35703;1241;119;24088;0;0;0
210000;48;-1;-1;-1;0;-1;-1;8666;8666;17307;8666;8666;17303;8666;17307;173;8666;17303;173;0
60000;39;0;0;0;0;0;0;36343;27996;25656;16907;15837;11195;5140;3008;3000;6000;2000;3000;0
50000;43;1;2;0;0;2;2;43791;42809;45085;48020;47120;50319;0;3000;4000;0;4000;2000;0
90000;24;0;0;0;0;0;2;10648;10951;11288;10852;10519;9235;1500;1529;1113;800;0;2000;0
360000;29;1;-1;2;-1;-1;-1;0;828;414;414;414;414;1244;2;416;416;416;600;0
230000;45;-1;-1;-2;-1;0;-1;1633;8410;5722;10371;9998;1328;8435;5955;10371;0;1332;0;0
480000;41;0;0;0;-1;-1;-1;76750;103618;127402;7302;5155;10492;30000;30000;9398;5155;4101;14254;0
140000;28;-1;-1;-1;-1;0;-1;800;7937;9920;7078;3936;1555;7937;10132;7084;4;1555;0;0
200000;28;0;0;0;0;0;0;105051;99648;144932;134530;129395;124561;32000;60000;6305;4300;4500;4500;0
610000;31;0;0;0;0;0;0;142764;126606;67887;58397;105301;105965;6540;2100;2150;50000;4700;2000;0
200000;34;-2;-2;-2;-2;-2;-2;0;0;0;445;2309;-10;0;0;445;2332;10;0;0
140000;44;0;0;0;0;0;0;129301;129885;131886;133105;78607;78773;6104;7000;5518;2933;3100;3502;0
200000;60;-1;-1;-1;-1;-1;-1;12716;12453;21910;12474;17785;12500;12453;21957;12474;17811;12500;0;0
30000;39;0;0;0;0;0;0;29758;30454;30221;29376;29564;28762;1500;1518;1439;1017;1032;1367;0
20000;63;-1;2;2;0;-1;-1;858;2310;1716;929;978;0;1716;0;0;978;0;0;0
170000;24;0;0;0;0;0;0;64142;54347;55677;59096;50536;15851;3000;3000;5000;10000;5000;6000;0
50000;37;0;0;0;0;-1;0;23325;21940;20718;24048;5017;3570;1400;1200;5000;5017;71;2710;0
500000;50;-1;-1;-1;-1;0;0;2112;6000;2079;2710;2040;-55;6031;2509;2713;2010;0;4642;0
320000;28;1;-2;-1;-1;0;-1;0;0;2428;990;495;854;0;2428;990;0;854;495;0
340000;47;0;0;0;0;0;0;196112;183453;167592;162628;142779;139548;6446;6207;5758;4853;4940;4600;0
30000;30;-2;-1;-1;-2;-2;-2;5678;20762;2462;13019;4679;0;20774;2476;13263;4793;0;0;0
70000;30;0;0;0;0;0;0;19882;20611;21859;22445;22935;23404;1352;1600;949;1000;1000;1000;0
20000;28;-1;2;2;2;-1;-1;5741;5155;5754;5150;858;0;0;2294;0;1056;0;935;0
30000;27;0;0;-1;0;0;-2;1512;2458;664;1814;0;0;1000;664;1500;0;0;0;0
240000;35;-1;-1;-1;-1;-1;0;8602;18703;643;11455;1326;663;18718;646;11478;1329;3;1322;0
310000;36;0;0;0;0;0;0;32782;33587;39572;44598;50570;64916;11406;10773;10819;15766;20645;5000;0
310000;27;0;0;0;0;0;0;22936;255040;241092;242850;237818;237762;240101;9012;8549;8324;8524;9052;0
210000;47;-1;-1;-2;-2;-2;-2;1772;-55;-55;-55;-55;-55;0;0;0;0;0;0;0
420000;30;0;0;0;0;-1;-1;34567;36416;7406;0;12150;150;10000;2056;0;12150;150;399;0
100000;25;0;0;0;0;0;0;20755;20043;19778;24939;28639;8370;2000;2000;6000;4000;4000;3000;0
50000;43;0;0;0;0;0;0;24847;26043;26724;20903;19225;19536;2000;2000;2020;2000;1000;800;0
240000;35;0;0;0;0;0;0;179662;180787;181379;170318;128076;64634;7003;8000;8000;2500;2400;2600;0
210000;32;-1;-1;-1;-1;-1;-1;733;737;737;407;737;407;737;737;407;737;407;1232;0
90000;49;-1;2;2;0;0;0;69380;70886;69402;1332;1604;958;2800;0;0;272;166;3756;0
120000;38;1;-2;-1;0;0;-2;0;0;4050;4050;0;0;0;4051;0;0;7;7;0
60000;45;0;0;0;0;0;0;20959;20822;17973;18403;17898;17388;1500;1500;2000;1000;1000;1000;0
170000;29;-1;2;-1;2;-1;-1;14479;27045;19041;12769;6283;3093;70;19136;64;6314;3107;3494;0
320000;30;0;0;0;0;0;0;71305;71151;72029;72849;74374;74610;2589;2568;2570;2661;2781;2500;0
200000;46;0;0;0;0;0;0;18564;77518;82794;80248;64174;51204;60000;20000;20248;45000;40000;54600;0
50000;43;0;0;0;-2;-2;-2;34110;3552;0;0;0;0;3505;0;0;0;0;0;0
50000;27;0;0;0;0;0;2;44421;45897;46920;47864;50856;48390;2500;2100;2000;3900;0;2000;0
170000;31;0;0;-2;-2;-2;-2;6832;0;0;0;0;0;0;0;0;0;0;0;0
110000;29;0;0;0;0;0;0;56073;59635;63179;66637;68037;70448;4500;4500;4500;2500;3500;5800;0
400000;28;-2;-2;-2;-2;-2;-2;1202;-14;2893;13854;13860;12215;0;2907;13863;13869;12216;29171;0
340000;42;0;-1;-1;-1;2;-1;13454;14544;-2429;10300;3630;3577;15074;528;15303;13;3615;6765;0
100000;37;0;0;0;0;0;0;99209;98222;67185;66926;66796;64513;3490;2332;2314;2365;2497;2305;0
140000;24;0;0;0;0;0;0;103884;105697;101636;97298;77081;72592;4000;4000;3800;3000;3300;2300;0
400000;41;-1;-1;-1;0;0;0;8;1274;19143;20305;22063;20695;1274;19143;1305;2063;1695;195000;0
140000;35;1;2;0;0;2;2;91296;88979;97448;105795;103988;110769;0;10000;10000;0;8500;4100;0
70000;24;1;2;0;0;2;0;71017;64454;64182;30351;29826;29699;0;1809;2500;0;2000;1500;0
180000;27;0;0;0;0;0;0;174546;175121;150710;135981;136064;137343;8269;6606;5000;4900;4900;4900;0
100000;28;0;0;0;2;0;0;10886;11697;14479;10775;10998;12655;1300;3005;0;700;2000;1500;0
210000;37;0;0;0;0;0;0;85327;85263;48645;50826;52346;53819;2500;3000;3000;2500;2500;2000;0
280000;31;-2;-2;-2;-2;-2;-2;1558;0;940;0;699;0;0;940;0;699;0;399;0
50000;31;0;0;0;0;-1;-1;48640;49483;40850;0;800;400;2000;3000;0;400;20000;10000;0
110000;40;0;0;2;0;0;0;52691;55000;52277;52055;52437;55560;5000;0;2000;3000;5000;2000;0
220000;29;0;0;0;0;0;0;14246;15601;17140;14131;15424;17345;2601;2140;2131;3424;2345;3385;0
20000;29;2;2;2;0;0;0;8024;11718;11238;12735;14359;19076;4000;0;2000;2000;5000;0;0
230000;27;0;0;0;0;0;0;24874;19500;11717;7540;9941;6113;2000;2000;3540;5000;3113;90417;0
190000;34;0;0;2;0;0;2;138628;156232;152251;153820;163265;166627;21440;0;5600;11950;6200;0;0
130000;36;0;0;0;0;0;0;140479;133540;126408;119174;111339;103492;5000;5000;4200;4000;3600;4542;0
370000;31;-1;-1;-1;2;-1;-1;2804;1674;39811;35194;3728;2241;1674;42921;0;3728;2300;43183;0
60000;36;0;0;0;0;0;-1;59945;57262;27275;22095;14293;12217;1805;5816;1000;5000;12217;8000;0
120000;26;2;2;2;2;0;0;109110;105891;113662;110349;112036;114584;0;11000;0;5000;4332;9404;0
210000;41;-2;-2;-2;-2;-2;-2;2361;652;401;63;684;0;652;401;63;684;0;0;0
170000;27;0;0;0;0;0;0;80848;83678;28461;13263;3637;4814;8000;2000;1000;1000;2000;1000;0
320000;46;-1;-1;-1;0;0;0;10836;19751;72623;61459;44390;29773;19799;73706;1692;1023;761;67235;0
80000;41;0;0;0;0;0;0;69964;52041;39864;38934;38816;38850;3082;2500;2200;2000;2000;2000;0
270000;32;1;2;2;2;0;0;157318;153388;164866;160821;164010;167446;0;13900;0;5760;5967;7488;0
120000;29;0;0;0;0;0;0;3706;101833;103108;100953;83739;51424;100000;5369;4014;1000;1000;1000;0
400000;36;-1;-1;0;-1;-1;-1;39601;21357;30689;2514;4215;827;21357;10689;2514;4215;827;10827;0
80000;60;0;0;0;0;0;2;30959;15774;9365;6515;6845;5789;1458;1230;250;800;0;300;0
100000;33;0;0;0;0;0;0;42622;46884;51103;52251;53480;54467;5000;5000;2000;2100;2000;5001;0
290000;41;-1;-1;-1;-1;-1;-1;6959;6891;980;4059;2473;3332;6891;980;4059;2473;3332;3203;0
100000;34;0;0;0;0;0;0;14815;10108;8022;9733;17284;8540;2010;1149;3094;1003;1004;406;0
80000;23;-2;-2;-2;-2;-2;-2;0;2946;390;390;390;780;4419;390;390;390;780;0;0
120000;39;1;-1;2;2;-2;-2;0;780;780;0;0;0;1170;0;0;0;0;0;0
500000;31;-2;-2;-1;0;-1;-1;81252;14979;26089;13333;13256;106200;16527;27243;1000;13256;106354;213405;0
30000;37;2;0;0;0;0;0;25037;18486;19082;19145;15839;9335;2000;2000;2500;2000;2000;4000;0
90000;25;0;0;2;0;0;0;86830;94016;88477;87820;88444;91198;9000;0;4100;3000;4000;4500;0
50000;57;0;0;0;0;0;0;18599;18598;18835;18475;18135;17777;1321;1278;638;654;659;557;0
70000;47;0;0;0;0;0;0;53239;54351;56480;57253;59150;0;2000;3000;2500;3000;0;0;0
220000;47;-1;-1;-1;-1;-1;-1;3489;6246;29390;8460;19000;13550;6261;29390;8489;19000;13550;2969;0
300000;30;-2;-1;-1;-1;-2;-1;900;195;1442;1740;3871;606;195;1542;1748;3890;608;4059;0
280000;32;0;0;0;0;0;0;4524;2625;4401;5039;6913;7350;2000;3000;3000;3000;3000;3000;0
250000;31;0;0;0;0;0;0;142905;113367;93844;74441;74553;64640;4000;4100;3010;2205;2045;2200;0
80000;34;0;0;0;0;0;0;64553;52484;41048;31786;29105;28294;1784;1874;2000;1011;1100;1154;0
360000;34;-1;-1;-1;-1;-1;0;1978;8583;993;26454;10456;31581;8625;998;26561;10456;21738;0;0
360000;45;-1;-1;-1;-1;0;-1;2369;1367;8570;5625;3684;2804;1367;8570;5625;0;2804;2473;0
240000;26;-1;-1;-1;-1;-1;-2;2335;2335;0;4670;0;0;2335;0;4670;0;0;0;0
110000;40;0;0;0;0;0;0;93466;87748;109517;107403;81794;78463;4438;76000;5000;4000;3000;5000;0
320000;27;0;0;0;0;0;0;120158;122307;112144;107318;105952;109626;6000;5000;5333;5000;5000;3000;0
180000;38;0;0;0;0;0;0;151031;152510;151651;159019;123022;126075;7011;5657;10372;5000;5000;5000;0
220000;39;0;-1;-1;0;0;-1;6589;2901;10836;26227;18590;785;2901;10836;18590;0;785;8700;0
50000;39;0;0;0;0;0;0;39323;45625;38157;15966;15733;17703;7031;2013;3005;2007;5007;1003;0
20000;44;0;-1;-1;0;0;0;19696;203;19378;19961;19962;19981;203;20710;1305;696;712;860;0
280000;39;0;0;0;0;0;0;123997;126272;126953;106551;99592;100607;5600;5400;5006;3250;3400;3500;0
150000;29;-1;-1;2;-1;-1;-1;820;3191;1965;1300;936;901;3431;0;1300;936;901;911;0
80000;34;0;0;0;0;0;0;73414;66122;92131;47655;43182;44332;3558;2600;4300;2000;2000;2000;0
30000;24;2;0;0;0;0;2;25265;26354;27710;27959;30002;29371;1500;1800;1007;2500;0;1800;0
50000;26;1;-2;-2;-2;-2;-2;0;-69777;0;0;0;0;0;70000;0;0;0;0;0
110000;29;0;0;-2;-2;-2;-2;41300;0;0;0;0;0;0;0;0;0;0;0;0
360000;28;-2;-2;-2;-2;-1;0;0;0;0;0;1090;8788;0;0;0;1090;7910;170027;0
180000;31;0;0;0;0;0;0;180754;85936;88542;92055;94038;95849;3085;4000;5000;3514;3478;3517;0
150000;29;0;0;0;0;0;0;8902;9231;9124;9356;8572;9541;1200;1300;1000;1572;1000;1000;0
180000;45;0;0;0;0;0;0;130950;119109;119166;121661;122244;119536;6000;6000;6000;5000;4200;3862;0
290000;32;-2;-2;-2;-2;-2;-2;1485;299;0;0;440;0;299;0;0;440;0;0;0
70000;25;0;0;0;0;0;-2;60719;61607;68091;69028;-61372;79256;2500;7500;3182;25200;102000;12152;0
170000;33;-1;-1;-1;-1;-1;-1;2754;2754;2754;2754;2754;2754;2754;2754;2754;2754;2754;2754;0
50000;47;0;0;0;0;0;0;39296;40638;41741;45982;43041;42957;2000;1759;5000;1525;1569;3000;0
110000;25;2;0;0;0;0;0;38449;38433;37038;38336;12907;13541;3000;1800;2000;600;1000;5000;0
150000;30;-2;-2;-2;-2;-2;-2;12516;5568;6106;4357;0;0;5568;6106;4357;0;0;0;0
270000;32;-1;-1;-1;0;0;-1;23351;30960;180473;58839;21334;19080;30972;180519;1177;0;19080;133504;0
500000;47;-2;-2;-2;-2;-2;-2;3634;296;966;6675;-10;2055;299;1169;6708;0;2065;1133;0
400000;49;-2;-2;-2;-2;-2;-2;389;389;389;320;14185;389;390;390;321;14255;390;390;0
30000;23;0;0;0;0;2;0;22517;24148;25437;28391;27801;28684;2000;2000;3700;0;1500;1500;0
120000;38;0;0;0;0;0;0;118016;117738;120127;119719;118042;120682;5720;5820;5670;4250;4450;4470;0
180000;48;-1;-1;-1;-1;-1;-1;1294;1294;1466;1294;2324;264;1294;1466;1294;2324;264;264;0
310000;42;-2;-2;-2;-2;-2;-1;-606;44878;19950;79227;20097;25594;45484;20033;79520;94;25910;10933;0
150000;41;-2;-2;-2;-2;-2;-2;11026;9459;9929;1595;3630;3516;9640;9976;1595;3647;3516;11071;0
90000;68;-2;-2;-2;-2;-1;-1;2000;1000;1000;1000;1052;69237;0;1000;1000;1052;71062;3000;0
20000;44;-1;-1;-1;-1;0;0;2522;169;1261;1170;780;390;169;1261;1170;0;0;0;0
340000;26;0;0;0;0;0;0;337871;311076;156674;129651;126192;94722;11208;5000;23809;4136;3600;3169;0
290000;38;0;0;0;0;0;0;144160;147451;150617;153351;156213;158938;6000;6010;5600;5700;5700;6000;0
200000;35;0;0;0;0;-1;0;29675;28425;20289;43432;149388;136192;9000;2000;31162;157142;10418;69238;0
180000;30;-2;-2;-2;-2;-2;-1;1490;3687;1352;960;4921;3031;3687;1352;960;4921;3031;2718;0
90000;29;-1;-1;-1;0;0;-1;500;715;26854;28146;0;2000;715;26854;3000;0;2000;0;0
420000;34;-1;-1;-1;0;0;-1;26232;8955;33661;12957;10221;40060;8967;33661;3005;3000;40060;5000;0
400000;37;0;0;0;0;0;0;76917;79075;81864;83747;85487;88315;4000;4000;3000;3000;4000;4000;0
90000;29;0;0;0;0;0;0;89068;83890;77489;46544;48266;49926;4073;5021;3000;3000;3000;2000;0
50000;21;0;0;0;0;0;0;1211;3173;7076;7729;9442;9887;2000;4000;2000;2000;1000;2000;0
300000;28;0;0;0;0;0;0;199801;121321;94524;86637;78939;70689;5017;3200;3500;3000;3000;74000;0
150000;35;0;0;0;0;0;0;251063;244285;238438;232570;226808;220586;9000;10000;10000;8000;8000;7000;0
500000;38;-1;0;-1;0;0;0;5410;2760;36861;23200;34255;18554;2700;36861;10000;20055;1000;5622;0
130000;29;-1;-1;-1;-1;-1;-1;3920;3848;942;942;768;-174;4000;942;942;768;0;0;0
80000;35;0;0;0;0;0;0;79875;77201;78535;79296;75274;78051;4000;3500;3322;3000;5007;3000;0
330000;47;-2;-2;-1;0;0;0;19540;23240;166722;215506;138371;21757;25487;166744;60057;560;17921;201134;0
120000;33;0;0;0;0;0;0;8578;6492;8268;6672;11724;4642;5502;7921;5700;10834;4000;3500;0
30000;26;3;2;2;0;0;0;30311;31213;30425;30062;30270;29176;1700;0;1310;908;915;1052;0
130000;55;0;0;0;0;0;0;126205;128064;131524;46445;44973;45578;4998;5946;1620;1623;1659;1749;0
110000;33;0;0;0;0;-1;-1;36075;39442;41240;42380;380;96736;4000;2760;3000;380;96736;3600;0
170000;36;-2;-2;-2;-2;-2;-2;7346;26797;3824;22709;0;0;27183;3824;22865;0;0;3809;0
130000;46;0;0;0;0;0;-1;15393;16624;18932;22001;3403;3859;1593;3000;4000;0;3860;249;0
300000;34;-1;-1;-1;-1;-2;-2;56;0;849;0;0;112;0;849;0;0;112;550;0
50000;28;0;0;-1;-1;-1;-1;3377;4256;4207;694;238;0;1000;4207;694;238;0;0;0
90000;46;0;0;0;0;0;0;91092;91229;66730;44850;29257;24755;4000;3000;2000;638;2000;500;0
150000;39;-2;-2;-2;-2;-2;-2;1580;2925;-551;-1944;-4430;-5813;2935;4;7;4;7;10004;0
50000;35;0;0;0;0;0;0;49878;46785;41728;41163;29408;30047;1718;2070;1505;1500;1242;1300;0
260000;41;-2;-2;-2;-2;-2;-2;8154;1365;717;717;2325;1117;1365;717;717;2325;1117;891;0
140000;25;1;-1;-1;-1;0;0;0;850;2620;66397;62967;44226;850;2620;66397;2038;2000;15000;0
380000;34;-1;0;0;0;0;0;25079;119811;22384;115548;164296;72084;100000;12384;100000;50000;20000;52500;0
360000;33;0;0;0;0;0;0;21936;35331;30580;34985;39585;49735;14000;5000;5000;5000;10150;60000;0
50000;25;-1;-1;-1;-1;0;0;5814;-73;11427;191;7391;6554;0;11500;191;7200;2000;7000;0
190000;37;1;2;2;2;2;2;115049;117856;119570;116284;123528;125478;6000;5000;0;9000;4000;5000;0
180000;27;-1;0;0;0;0;0;3210;13852;6482;3246;2016;2334;12000;5004;1000;1000;2300;3000;0
120000;38;0;0;0;0;0;2;50721;25967;25949;25619;4456;2714;1667;1967;1650;500;0;1500;0
30000;36;2;2;0;0;0;0;30573;28473;29083;28313;28932;29565;0;2000;940;1000;1106;0;0
360000;29;0;0;0;0;0;0;270528;267435;193910;167029;134294;154290;10256;12000;15273;15000;25000;12000;0
80000;44;0;0;0;0;0;0;75901;74911;72172;73674;73532;75192;3500;3205;3300;3000;3000;3300;0
140000;30;0;0;0;0;0;0;21593;17636;17800;14869;12895;12833;2000;2000;2000;1000;1000;600;0
50000;33;0;0;0;0;0;0;23142;28202;30610;30227;18413;17195;5494;3202;3502;3200;2500;3000;0
50000;28;0;0;0;0;0;0;48566;47893;48760;22967;39687;23755;2000;2313;813;875;1008;695;0
150000;39;-1;-1;-1;-1;-1;-1;10086;32353;13181;2010;7790;0;32400;13181;2020;7790;0;0;0
130000;31;-1;-1;-1;-1;-1;2;1261;1261;1261;1411;930;390;1261;1261;1411;930;0;780;0
220000;39;0;0;0;0;0;0;188948;192815;208365;88004;31237;15980;8500;20000;5003;3047;5000;1000;0
280000;28;-1;2;-1;-1;0;-1;427;298;1179;1714;2875;1047;0;1179;1714;1290;1047;1000;0
360000;54;-2;-2;-2;-2;-2;-2;390;390;390;390;390;390;390;390;390;390;390;96702;0
310000;37;-2;-2;-2;-1;0;0;100648;-2000;3500;159028;162372;165588;716;6000;159028;5899;5921;6130;0
230000;29;0;0;0;-1;0;0;106984;102650;0;30866;32332;30480;4650;0;30866;2000;2000;2000;0
340000;34;0;0;0;0;0;0;332916;340159;73004;72338;58935;123936;14600;3035;1958;2819;100000;3000;0
20000;46;0;0;0;0;0;0;5902;6767;8145;8153;8324;8490;1122;1500;291;302;304;319;0
60000;27;-1;-1;-1;-1;-1;2;836;836;390;150;1320;780;836;390;150;1560;0;0;0
300000;53;0;0;0;0;0;-1;5551;6564;7954;8690;0;1420;1110;1500;1000;0;1420;0;0
360000;35;-1;-1;-1;-1;-1;-1;1540;1099;6342;5077;1274;-6;1102;6353;5105;1277;0;2058;0
200000;38;-2;-2;-2;-2;-2;-2;3528;1190;1958;-5;1013;2350;1196;1968;200;1018;2361;2500;0
70000;34;1;2;0;0;0;0;76023;73213;68034;68602;30252;47363;0;3000;3000;1508;20000;2500;0
360000;29;-1;2;-1;-1;-1;-1;6902;1950;2618;2868;425;29879;141;2618;2868;425;29879;18780;0
280000;42;-2;-2;-2;-2;-2;-2;-26;-26;-26;-26;5294;-4;0;0;0;5320;0;919;0
420000;41;-1;-1;-1;-1;0;0;22186;15258;13513;80831;39333;26831;15262;13523;80854;787;850;75341;0
320000;32;-2;-2;-2;-2;-2;-2;3916;2872;4704;3382;2575;8097;2886;4732;3398;2588;8137;2474;0
20000;49;0;0;0;3;2;2;15945;16971;19796;19188;18740;20219;1288;3113;0;0;1800;663;0
190000;46;0;0;0;0;0;0;140626;114690;110884;111200;87619;92418;8000;5000;12028;5000;10418;5000;0
50000;33;0;0;0;0;0;0;47048;24058;25042;21947;19198;19610;1445;1429;1294;1000;705;699;0
290000;44;-1;-1;-1;-1;-1;0;2615;0;679;3390;5784;5784;0;679;3390;5784;0;150;0
50000;46;0;0;0;2;0;0;15220;16961;19930;19328;37113;19165;2000;3258;0;679;1528;587;0
290000;29;0;0;0;0;-1;0;41435;30229;9020;-77;8123;210989;1690;3000;0;8200;205000;6000;0
30000;50;0;0;-1;-1;-2;-1;25648;25524;3737;0;0;22525;1000;3836;0;0;22525;0;0
